SITE_CODE,SURVEY_DATE,SURVEY_AREA_SQM,SURVEY_HABITAT,SURVEY_REASON,SURVEY_PRIMAY_OFFICER,SURVET_SECONDARY_OFFICER,SURVEY_COMMENTS,SURVEY_SPECIES,LARVAL_DENSITY_1,LARVAL_DENSITY_2,LARVAL_DENSITY_3,LARVAL_DENSITY_4,LARVAL_DENSITY_P,LARVAL_DENSITY_AV,LANDING_RATE_SPECIES,LAND_RATE,TREATMENT_DATE,TREATMENT_AREA_SQM,TREATMENT_PRIMARY_OFFICER,TREATMENT_SECONDARY_OFFICER,TREATMENT_COMMENT,TREATMENT_METHOD,TREATMENT_CONTROL_AGENT,Qty (kg),Rate,EVALUATION_DATE,EVALUATION_OFFICER,EVALUATION_MET,SPECIES,SAMPLE_STAGE_1,SAMPLE_STAGE_2,SAMPLE_STAGE_3,SAMPLE_STAGE_4,SAMPLE_STAGE_P,SAMPLE_STAGE_AD,MORTAILTY_LAR,MORTALITY_P,MORTALITY_AD,MORTALITY_TOTAL,RUN_FORM_7
RB21.4,11/04/2011,5700,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,11/04/2011,5700,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),1.71,3,,,,,,,,,,,,,,,
RB21.5,11/04/2011,100,Drain,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,11/04/2011,100,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.03,3,,,,,,,,,,,,,,,
RB24.1,11/04/2011,1200,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,11/04/2011,1200,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.36,3,,,,,,,,,,,,,,,
RB24.2,11/04/2011,350,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,11/04/2011,350,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.105,3,,,,,,,,,,,,,,,
RB24.3,11/04/2011,400,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,11/04/2011,400,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.12,3,,,,,,,,,,,,,,,
RB24.4,11/04/2011,2000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,11/04/2011,2000,TR,,1. No breeding,Ground,2. Prolink Pellets (kg),0.6,3,,,,,,,,,,,,,,,
RB14.10,11/04/2011,10000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,3,3,3,,,9,,,11/04/2011,10000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),7,7,,,,,,,,,,,,,,,
RB11.1,11/04/2011,120000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,11/04/2011,30000,TR,,1. No breeding,Ground,F. Aquabac 200 GR (kg),9,3,,,,,,,,,,,,,,,
CL31.1,11/04/2011,12000,Brackish,Recent Rain,RM,,6. Breeding mainly in open areas,7. Cx. Sitiens,1,2,2,1,,6,,,11/04/2011,5000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),3.5,7,,,,,,,,,,,,,,,
CL31.1,11/04/2011,12000,Brackish,Recent Rain,RM,,5. Breeding mainly in shallow pools,29. Unidentified,,2,1,,,3,,,11/04/2011,5000,RM,,5. Breeding mainly in shallow pools,Ground,2. Prolink Pellets (kg),1.5,3,,,,,,,,,,,,,,,
RB14.10,11/04/2011,6000,Salt,Recent Rain,RM,,5. Breeding mainly in shallow pools,1. Ae. Vigilax,,,2,1,,3,,,11/04/2011,5000,RM,,5. Breeding mainly in shallow pools,Ground,2. Prolink Pellets (kg),1.5,3,,,,,,,,,,,,,,,
CMIS.3,12/04/2011,1000,Brackish,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,12/04/2011,1000,RM,,9. Site flooded,Ground,2. Prolink Pellets (kg),0.3,3,,,,,,,,,,,,,,,
CMIS.5,12/04/2011,2000,Brackish,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,12/04/2011,2000,RM,,9. Site flooded,Ground,2. Prolink Pellets (kg),0.6,3,,,,,,,,,,,,,,,
CMIS.2,12/04/2011,10000,Brackish,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,12/04/2011,10000,RM,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),3,3,,,,,,,,,,,,,,,
RB13.7,13/04/2011,500,Dry,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.6,13/04/2011,2600,Fresh,Recent Rain,RM,,6. Breeding mainly in open areas,8. Cx. Annulirostris,,,,,,,,,13/04/2011,2000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
RB24.5,13/04/2011,100,Fresh,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.10,13/04/2011,5000,Fresh,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMIS.1,14/04/2011,15000,Brackish,Recent Rain,RM,,9. Site flooded,30. No mosquitoes,,,,,,,,,14/04/2011,20000,RM,,9. Site flooded,Ground,2. Prolink Pellets (kg),6,3,,,,,,,,,,,,,,,
C43.5,27/04/2011,10000,Fresh,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,30. No mosquitoes,1. None,,,,,,,,,,,,,,,,,,,,,,,,
C43.4,27/04/2011,10000,Fresh,Recent Rain,RM,,5. Breeding mainly in shallow pools,29. Unidentified,,2,1,,,3,30. No mosquitoes,1. None,27/04/2011,5000,RM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),3.5,7,,,,,,,,,,,,,,,
C44.6,27/04/2011,20000,Salt,Recent Rain,RM,,5. Breeding mainly in shallow pools,1. Ae. Vigilax,,,,<1,<1,<1,30. No mosquitoes,1. None,,,,,,,,,,,,,,,,,,,,,,,,
WP33.1,27/04/2011,10000,Salt,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP33.2,27/04/2011,2000,Salt,Recent Rain,RM,,5. Breeding mainly in shallow pools,1. Ae. Vigilax,,,3,,,3,,,27/04/2011,2000,RM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
WP33.4,27/04/2011,2000,Brackish,Recent Rain,RM,,6. Breeding mainly in open areas,29. Unidentified,,1,2,,,3,,,27/04/2011,3000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),2.1,7,,,,,,,,,,,,,,,
WP33.9,27/04/2011,2000,Fresh,Recent Rain,RM,,5. Breeding mainly in shallow pools,8. Cx. Annulirostris,,2,2,,,4,,,27/04/2011,2000,RM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
WP32.2,27/04/2011,5000,Dry,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP22.28,27/04/2011,10000,Salt,Recent Rain,RM,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,,,,,,30. No mosquitoes,1. None,27/04/2011,100,RM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),0.07,7,,,,,,,,,,,,,,,
CL13.2,27/04/2011,2000,Salt,Recent Rain,RM,,6. Breeding mainly in open areas,7. Cx. Sitiens,,2,3,1,,6,,,27/04/2011,2000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
WP34.3,27/04/2011,2000,Drain,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP23.16,27/04/2011,1000,Fresh,Recent Rain,RM,,5. Breeding mainly in shallow pools,29. Unidentified,,1,2,,,3,1. Ae. Vigilax,3. >10/ min,27/04/2011,1000,RM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),0.7,7,,,,,,,,,,,,,,,
WP23.11,27/04/2011,300,Dry,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP23.9,27/04/2011,200,Dry,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL13.1,27/04/2011,10000,Brackish,Recent Rain,RM,,5. Breeding mainly in shallow pools,29. Unidentified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP22.16,29/04/2011,20000,Brackish,Recent Rain,RM,,6. Breeding mainly in open areas,8. Cx. Annulirostris,,,,,,,,,29/04/2011,30000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),21,7,,,,,,,,,,,,,,,
EP33.7,29/04/2011,15000,Salt,Recent Rain,RM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,,,3,,3,,,29/04/2011,10000,RM,,6. Breeding mainly in open areas,Ground,1. Prolink Prosand (kg),3,3,,,,,,,,,,,,,,,
WP22.3,29/04/2011,10000,Fresh,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP22.5,29/04/2011,20000,Brackish,Recent Rain,RM,,6. Breeding mainly in open areas,29. Unidentified,,2,2,,,4,,,29/04/2011,10000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),7,7,,,,,,,,,,,,,,,
WP22.28,29/04/2011,5000,Brackish,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP22.22,29/04/2011,3000,Brackish,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP22.19,29/04/2011,10000,Brackish,Recent Rain,RM,,1. No breeding,30. No mosquitoes,,,,,,,1. Ae. Vigilax,3. >10/ min,,,,,,,,,,,,,,,,,,,,,,,,
RB21.1,3/05/2011,1000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.2,3/05/2011,110,Dry,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.3,3/05/2011,300,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.4,3/05/2011,5700,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.5,3/05/2011,100,Drain,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB24.1,3/05/2011,1200,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,3,3,,,,6,,,3/05/2011,1200,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.84,7,,,,,,,,,,,,,,,
RB24.2,3/05/2011,350,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,3,3,,,,6,,,3/05/2011,350,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.245,7,,,,,,,,,,,,,,,
RB24.3,3/05/2011,400,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB24.4,3/05/2011,2000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.6,3/05/2011,300,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.7,3/05/2011,300,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP34.3,3/05/2011,420,Fresh,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL31.17,3/05/2011,400,Fresh,Routine,PM,,5. Breeding mainly in shallow pools,29. Unidentified,,5,,,,10,,,3/05/2011,400,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),0.5,7,,,,,,,,,,,,,,,
CL31.18,3/05/2011,100,Fresh,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP23.13,3/05/2011,110,Fresh,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP22.3,3/04/2011,240,Fresh,Routine,PM,,5. Breeding mainly in shallow pools,29. Unidentified,,4,,,,10,,,3/05/2011,240,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),0.5,7,,,,,,,,,,,,,,,
WP23.16,3/05/2011,100,Fresh,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C11.2,3/05/2011,600,Fresh,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB42.1,3/05/2011,3000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,3,3,3,,,9,,,3/05/2011,3000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),2.1,7,,,,,,,,,,,,,,,
RB42.2,3/05/2011,1000,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C43.4,4/05/2011,1500,Fresh,Routine,PM,,5. Breeding mainly in shallow pools,29. Unidentified,,2,2,,,10,,,4/05/2011,1510,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),1,7,,,,,,,,,,,,,,,
C43.5,4/04/2011,1400,Fresh,Routine,PM,,5. Breeding mainly in shallow pools,29. Unidentified,,5,,,,10,,,4/05/2011,1400,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),1,7,,,,,,,,,,,,,,,
C43.1,4/05/2011,800,Fresh,Routine,PM,,5. Breeding mainly in shallow pools,29. Unidentified,,2,1,,,5,,,4/05/2011,800,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),1,7,,,,,,,,,,,,,,,
C14.8,4/05/2011,5000,Fresh,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL32.1,4/05/2011,5200,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,6,6,6,,,18,,,4/05/2011,5200,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),3.64,7,,,,,,,,,,,,,,,
CL32.5,4/05/2011,50000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB14.2,4/05/2011,4000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,10,10,,,,20,,,4/05/2011,4000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),2.8,7,,,,,,,,,,,,,,,
RB14.3,4/05/2011,2000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,10,10,,,,20,,,4/05/2011,2000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
RB14.4,4/05/2011,5000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.8,4/05/2011,600,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.9,4/05/2011,1000,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.10,4/05/2011,14000,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.11,4/05/2011,25000,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.5,4/05/2011,100000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB14.11,4/05/2011,10000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,10,10,,,,20,,,4/05/2011,10000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),7,7,,,,,,,,,,,,,,,
RB11.1,4/05/2011,120000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,10,10,,,,20,,,4/05/2011,10000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),7,7,,,,,,,,,,,,,,,
RB11.2,4/05/2011,2500,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,10,10,,,,20,,,4/05/2011,2500,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.75,7,,,,,,,,,,,,,,,
RB11.5,4/05/2011,300,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,10,10,,,,20,,,4/05/2011,300,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.21,7,,,,,,,,,,,,,,,
CL43.7,4/05/2011,3000,Fresh,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL43.6,4/05/2011,6000,Fresh,Routine,PM,,5. Breeding mainly in shallow pools,29. Unidentified,,5,2,1,,10,,,4/05/2011,6000,PM,,5. Breeding mainly in shallow pools,Ground,1. Prolink Prosand (kg),1,3,,,,,,,,,,,,,,,
C44.3,4/05/2011,10000,Salt,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C44.2,4/05/2011,5000,Salt,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C44.1,4/05/2011,2000,Fresh,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP22.1,5/05/2011,15000,Salt,Routine,PM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP22.5,5/05/2011,30000,Salt,Routine,PM,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,5,4,,,10,,,5/05/2011,30000,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),4,7,,,,,,,,,,,,,,,
WP22.16,5/05/2011,10000,Fresh,Routine,PM,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,4,2,,,10,,,5/05/2011,10000,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),3,7,,,,,,,,,,,,,,,
WP22.19,5/05/2011,15000,Fresh,Routine,PM,,5. Breeding mainly in shallow pools,29. Unidentified,,10,1,,,10,,,5/05/2011,15000,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),2,7,,,,,,,,,,,,,,,
EP33.7,5/05/2011,30000,Salt,Routine,PM,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,5,4,,,10,,,5/05/2011,30000,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),4,7,,,,,,,,,,,,,,,
WP22.3,5/05/2011,17500,Fresh,Routine,PM,,5. Breeding mainly in shallow pools,29. Unidentified,,4,4,,,10,,,5/05/2011,17500,PM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),3,7,,,,,,,,,,,,,,,
CL13.1,5/05/2011,10000,Fresh,Routine,RM,,6. Breeding mainly in open areas,29. Unidentified,,1,2,,,3,,,5/05/2011,2000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
CL13.2,5/05/2011,1000,Salt,Routine,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL13.4,5/05/2011,10000,Brackish,Routine,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL31.17,5/05/2011,500,Fresh,Routine,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL31.18,5/05/2011,500,Brackish,Routine,RM,,5. Breeding mainly in shallow pools,29. Unidentified,,1,2,,,3,,,5/05/2011,100,RM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),0.07,7,,,,,,,,,,,,,,,
CL31.16,5/05/2011,10000,Brackish,Routine,RM,,6. Breeding mainly in open areas,7. Cx. Sitiens,,2,3,1,,6,,,5/05/2011,8000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),5.6,7,,,,,,,,,,,,,,,
CL31.14,5/05/2011,3000,Brackish,Routine,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL31.15,5/05/2011,5000,Fresh,Recent Rain,RM,,6. Breeding mainly in open areas,2. Ve. Funerea,,1,1,,,2,,,5/05/2011,3000,RM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),2.1,7,,,,,,,,,,,,,,,
CL31.17,5/05/2011,10000,Brackish,Routine,RM,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL31.1,5/05/2011,10000,Brackish,Recent Rain,RM,,5. Breeding mainly in shallow pools,7. Cx. Sitiens,,,,,,,,,5/05/2011,2000,RM,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
RB21.1,10/05/2011,1000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.2,10/05/2011,110,Drain,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.3,10/05/2011,300,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.4,10/05/2011,5700,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.5,10/05/2011,100,Drain,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB24.1,10/05/2011,1200,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,2,2,2,,,6,,,10/05/2011,1200,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.84,7,,,,,,,,,,,,,,,
RB24.2,10/05/2011,350,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB24.3,10/05/2011,400,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB24.4,10/05/2011,2000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB22.1,11/05/2011,1000,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB22.2,11/05/2011,110,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL32.1,13/05/2011,5200,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL32.5,13/05/2011,50000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB14.2,13/05/2011,4000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,2,2,,,,4,,,13/05/2011,100,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.17,7,,,,,,,,,,,,,,,
RB14.3,13/05/2011,2000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB14.4,13/05/2011,50000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB42.1,13/05/2011,3000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,3,3,,,,6,,,13/05/2011,1000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.7,7,,,,,,,,,,,,,,,
RB42.2,13/05/2011,500,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.8,13/05/2011,600,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.9,13/05/2011,1000,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB13.10,13/05/2011,14000,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.1,16/05/2011,1000,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.2,16/05/2011,110,Drain,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.3,16/05/2011,300,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.4,16/05/2011,5700,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21.5,16/05/2011,100,Drain,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,2,2,2,,,6,,,16/05/2011,100,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.17,7,,,,,,,,,,,,,,,
RB24.1,16/05/2011,1200,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB24.2,16/05/2011,350,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB24.3,16/05/2011,400,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,2,2,2,,,6,,,16/05/2011,100,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.17,7,,,,,,,,,,,,,,,
